up__ID,status,timestamp,user
279,A,2023-07-26T03:16:10.000Z,Zimmermann
280,X,2023-08-05T23:49:29.000Z,Delon
281,A,2023-07-27T16:53:27.000Z,Sommer
282,A,2023-08-03T11:46:38.000Z,Goelke
283,O,2023-07-27T10:48:00.000Z,D´Oultrement
284,O,2023-07-15T20:22:35.000Z,Waldmann
285,X,2023-07-22T13:47:59.000Z,Leisert
286,A,2023-07-19T13:19:19.000Z,Cesari
287,O,2023-07-14T19:26:57.000Z,Weiss
288,O,2023-07-11T18:46:55.000Z,Matthaeus
289,O,2023-07-28T12:51:25.000Z,Zimmermann
290,X,2023-07-10T03:30:33.000Z,Dumbach
291,O,2023-07-22T04:35:08.000Z,Simonen
292,O,2023-07-18T20:11:59.000Z,Babilon
293,O,2023-07-12T23:44:26.000Z,Miguel
294,O,2023-07-19T10:47:04.000Z,Heller
295,X,2023-07-10T03:32:46.000Z,Mustermann
296,O,2023-07-24T22:06:11.000Z,Dumbach
297,A,2023-07-13T16:40:27.000Z,Sudhoff
298,O,2023-07-26T11:11:40.000Z,Simonen
299,O,2023-07-25T10:08:11.000Z,Heller
300,X,2023-07-18T00:51:19.000Z,Müller
301,O,2023-08-08T15:55:01.000Z,Kramer
302,O,2023-07-15T00:34:14.000Z,Sisko
303,O,2023-08-07T00:52:09.000Z,Leisert
304,O,2023-08-01T11:00:02.000Z,Moyano
305,X,2023-07-17T01:36:46.000Z,Mechler
306,O,2023-08-02T18:31:01.000Z,Fischmann
307,O,2023-07-10T18:48:57.000Z,Dumbach
308,O,2023-07-29T16:29:05.000Z,Schneider
309,O,2023-07-17T02:34:12.000Z,Wohl
310,X,2023-07-15T14:44:48.000Z,Delon
311,A,2023-07-26T11:14:29.000Z,Leisert
312,O,2023-07-12T22:05:34.000Z,Barth
313,O,2023-08-03T14:39:54.000Z,Montero
314,O,2023-08-06T18:53:15.000Z,Cesari
315,X,2023-07-19T09:46:35.000Z,Kreiss
316,O,2023-07-25T09:55:05.000Z,Dumbach
317,O,2023-07-04T18:01:23.000Z,Babilon
318,O,2023-07-14T01:51:35.000Z,Meier
319,O,2023-07-21T02:50:07.000Z,Columbo
320,X,2023-07-31T03:33:03.000Z,Eichbaum
321,O,2023-07-21T08:01:27.000Z,Weiss
322,O,2023-07-11T18:21:04.000Z,Wohl
323,O,2023-07-25T18:29:38.000Z,D´Oultrement
324,O,2023-07-12T00:07:56.000Z,Mechler
325,X,2023-07-22T08:08:25.000Z,Picard
326,O,2023-07-22T11:02:41.000Z,Meier
327,O,2023-07-21T09:16:59.000Z,Weiss
328,O,2023-07-05T14:41:44.000Z,Koslowski
329,O,2023-07-24T14:32:21.000Z,Zimmermann
330,X,2023-07-13T06:07:43.000Z,Pan
331,O,2023-07-12T09:51:23.000Z,Marshall
332,O,2023-08-03T23:16:10.000Z,Pan
333,O,2023-07-28T22:33:21.000Z,Buehler
334,O,2023-07-29T03:25:23.000Z,Hansmann
335,X,2023-07-24T01:56:50.000Z,Babilon
336,A,2023-07-20T07:06:03.000Z,Wohl
337,O,2023-07-24T03:09:10.000Z,Picard
338,O,2023-07-20T10:34:10.000Z,Koller
339,O,2023-07-25T07:55:09.000Z,Weiss
340,X,2023-07-08T21:44:23.000Z,Sisko
341,A,2023-07-19T21:51:27.000Z,D´Oultrement
342,O,2023-07-14T00:59:54.000Z,Müller
343,O,2023-07-22T16:47:44.000Z,Hansmann
344,O,2023-07-28T05:10:44.000Z,Becker
345,X,2023-10-09T09:08:12.000Z,Pratt
346,O,2023-10-03T12:56:03.000Z,Miguel
347,O,2023-07-16T21:17:48.000Z,Barth
348,O,2023-10-03T09:28:53.000Z,Gahl
349,O,2023-10-22T22:01:12.000Z,Pratt
350,X,2023-10-06T06:33:03.000Z,Heller
351,O,2023-10-19T15:20:04.000Z,Detemple
352,A,2023-10-16T14:03:22.000Z,Gueldenpfenn
353,O,2023-10-08T11:39:10.000Z,Dumbach
354,A,2023-10-18T15:53:03.000Z,Pan
355,X,2023-10-05T14:59:42.000Z,Koslowski
356,A,2023-10-16T03:42:54.000Z,Heller
357,O,2023-10-13T02:17:04.000Z,Sisko
358,O,2023-10-12T22:27:50.000Z,Moyano
359,O,2023-10-10T03:49:08.000Z,Sudhoff
360,X,2023-10-13T23:10:52.000Z,Fischmann
361,A,2023-10-18T12:03:32.000Z,Barth
362,O,2023-10-09T20:20:19.000Z,Neubasler
363,O,2023-10-09T15:12:51.000Z,Buchholm
364,A,2023-10-18T03:40:19.000Z,Trensch
365,X,2023-10-16T07:54:19.000Z,Sessler
366,O,2023-10-06T10:44:07.000Z,Kramer
367,O,2023-10-20T22:33:57.000Z,Babilon
368,A,2023-10-17T02:35:34.000Z,Henry
369,O,2023-10-09T19:08:19.000Z,Goelke
370,X,2023-10-06T14:53:22.000Z,Dumbach
371,O,2023-10-11T08:14:00.000Z,Hansmann
372,O,2023-10-10T03:26:54.000Z,Miguel
373,O,2023-10-10T09:53:42.000Z,Gueldenpfenn
374,A,2023-10-16T10:05:37.000Z,Sisko
375,X,2023-10-20T01:27:52.000Z,Schneider
376,O,2023-10-19T13:59:43.000Z,Dumbach
377,A,2023-10-17T04:17:03.000Z,Cesari
378,O,2023-10-04T08:17:17.000Z,Vrsic
379,O,2023-10-10T12:30:56.000Z,Sudhoff
380,X,2023-10-22T05:37:30.000Z,Domenech
381,O,2023-10-12T05:04:42.000Z,Columbo
382,O,2023-10-19T13:54:54.000Z,Cesari
383,O,2023-10-09T05:06:20.000Z,Fischer
384,O,2023-10-13T18:20:39.000Z,Kramer
385,X,2023-10-22T22:44:38.000Z,Meier
386,O,2023-10-12T16:02:48.000Z,Ryan
387,O,2023-10-13T07:36:42.000Z,Koller
388,O,2023-10-12T13:43:14.000Z,Meier
389,O,2023-10-18T01:46:36.000Z,Legrand
390,X,2023-10-09T20:41:46.000Z,Kirk
391,O,2023-10-05T20:23:53.000Z,Simonen
392,A,2023-10-13T18:46:16.000Z,Simonen
393,O,2023-10-11T05:36:00.000Z,Domenech
394,A,2023-10-13T13:06:12.000Z,Benjamin
395,X,2023-10-20T23:32:36.000Z,Gutenberg
396,O,2023-10-20T09:53:29.000Z,Ryan
397,O,2023-10-10T06:44:49.000Z,Matthaeus
398,O,2023-10-19T02:04:14.000Z,Matthaeus
399,O,2023-10-22T03:47:07.000Z,Delon
400,X,2023-10-16T09:41:43.000Z,D´Oultrement
401,A,2023-10-14T01:43:40.000Z,Ryan
402,O,2023-10-10T13:07:40.000Z,Becker
403,O,2023-10-05T10:19:50.000Z,Sudhoff
404,O,2023-10-20T15:44:57.000Z,Sessler
405,X,2023-10-07T15:44:42.000Z,Fischmann
406,A,2023-10-14T14:44:25.000Z,Sessler
407,O,2023-10-21T23:52:05.000Z,Kramer
408,O,2023-10-10T00:21:05.000Z,Buehler
409,O,2023-10-23T06:41:12.000Z,Simonen
410,X,2023-10-22T11:47:04.000Z,Sessler
411,O,2023-10-08T14:12:12.000Z,Fischer
412,O,2023-10-21T08:46:31.000Z,Zimmermann
413,O,2023-10-03T18:23:09.000Z,Eichbaum
414,A,2023-10-14T16:13:18.000Z,Dumbach
415,X,2023-10-11T22:29:50.000Z,Simonen
416,A,2023-10-16T11:46:00.000Z,Sudhoff
417,O,2023-10-19T06:17:11.000Z,Sommer
418,A,2023-10-15T01:31:11.000Z,Sommer
419,O,2023-10-13T13:24:46.000Z,Columbo
420,X,2023-10-07T17:06:17.000Z,Trensch
421,A,2023-10-14T09:17:37.000Z,Schneider
422,O,2023-10-09T01:57:13.000Z,Fischmann
423,O,2023-10-03T05:41:05.000Z,Fischmann
424,O,2023-10-12T02:25:03.000Z,Kramer
425,X,2023-10-21T05:06:32.000Z,Waldmann
426,O,2023-10-07T09:11:31.000Z,Matthaeus
427,O,2023-10-07T11:47:51.000Z,Barth
428,O,2023-10-20T09:46:07.000Z,Neubasler
429,O,2023-10-21T20:16:49.000Z,Detemple
430,X,2023-10-07T11:40:38.000Z,Mustermann
431,O,2023-10-12T21:27:45.000Z,Lautenbach
432,O,2023-10-07T14:03:32.000Z,Waldmann
433,O,2023-07-08T21:46:46.000Z,Gueldenpfenn
434,O,2023-07-10T04:07:35.000Z,Hunter
435,X,2023-07-10T15:05:04.000Z,Cesari
436,O,2023-07-22T05:25:22.000Z,Gutenberg
437,O,2023-07-30T15:43:47.000Z,Weiss
438,O,2023-07-24T15:06:26.000Z,Matthaeus
439,O,2023-07-14T00:07:31.000Z,Meier
440,X,2023-07-08T05:05:07.000Z,Leisert
441,O,2023-07-13T04:10:00.000Z,Rahn
442,O,2023-08-03T15:19:06.000Z,Buehler
443,A,2023-07-23T19:13:05.000Z,Prinz
444,O,2023-07-18T07:53:31.000Z,Hoffen
445,X,2023-07-28T17:33:02.000Z,Kreiss
446,O,2023-07-08T15:12:57.000Z,Zimmermann
447,A,2023-07-22T23:54:58.000Z,Hoffen
448,O,2023-07-19T13:33:49.000Z,Eichbaum
449,A,2023-08-03T08:09:35.000Z,Becker
450,X,2023-07-30T20:59:32.000Z,Domenech
451,O,2023-07-17T23:15:10.000Z,Waldmann
452,O,2023-07-19T10:04:51.000Z,Cesari
453,A,2023-07-17T09:24:47.000Z,Buchholm
454,O,2023-07-15T10:24:44.000Z,Kreiss
455,X,2023-07-27T17:09:33.000Z,Mustermann
456,O,2023-07-20T06:09:36.000Z,Heller
457,O,2023-07-17T17:52:37.000Z,Koller
458,O,2023-07-27T10:41:17.000Z,Goelke
459,O,2023-07-17T23:31:34.000Z,Deichgraeber
460,X,2023-07-21T03:35:03.000Z,Matthaeus
461,O,2023-07-20T16:17:47.000Z,Hunter
462,O,2023-07-20T10:25:19.000Z,Koller
463,O,2023-07-08T02:33:30.000Z,Illner
464,A,2023-07-24T07:25:34.000Z,Eichbaum
465,X,2023-07-23T13:07:57.000Z,Mechler
466,A,2023-07-29T03:17:59.000Z,Illner
467,O,2023-07-07T16:39:35.000Z,Lautenbach
468,O,2023-07-08T04:56:45.000Z,Simonen
469,O,2023-07-30T21:14:03.000Z,Deichgraeber
470,X,2023-07-05T05:45:10.000Z,Picard
471,O,2023-07-20T17:44:32.000Z,Vrsic
472,O,2023-07-09T03:40:28.000Z,Madeira
473,A,2023-07-29T05:12:22.000Z,Benjamin
474,O,2023-07-19T01:49:43.000Z,Columbo
475,X,2023-07-26T12:09:39.000Z,Rahn
476,O,2023-07-15T15:53:54.000Z,Rahn
477,O,2023-07-21T12:42:05.000Z,Becker
478,A,2023-07-18T09:57:39.000Z,Meier
479,O,2023-07-13T14:40:27.000Z,Müller
480,X,2023-07-02T14:48:24.000Z,Leisert
481,O,2023-07-26T15:07:29.000Z,Buchholm
482,O,2023-07-11T14:19:21.000Z,Ryan
483,O,2023-07-08T21:23:19.000Z,Vrsic
484,O,2023-08-04T04:10:32.000Z,Benjamin
485,X,2023-07-19T16:01:01.000Z,Montero
486,O,2023-07-19T04:39:53.000Z,Simonen
487,O,2023-07-20T01:09:36.000Z,Martin
488,O,2023-07-24T13:47:54.000Z,Detemple
489,O,2023-07-20T09:26:54.000Z,Becker
490,X,2023-08-01T10:45:33.000Z,Kramer
491,O,2023-07-09T14:03:02.000Z,Domenech
492,O,2023-07-27T17:40:20.000Z,Schneider
493,O,2023-07-06T07:38:37.000Z,Fischmann
494,A,2023-07-20T14:23:51.000Z,Koller
495,X,2023-07-11T08:19:39.000Z,Delon
496,O,2023-07-09T19:47:24.000Z,Buchholm
497,O,2023-08-07T18:30:00.000Z,Fischmann
498,O,2023-07-24T05:57:59.000Z,Henry
499,O,2023-07-14T13:03:37.000Z,Heller
500,X,2023-08-08T12:37:51.000Z,Fischer
501,A,2023-07-30T11:59:55.000Z,Waldmann
502,A,2023-07-23T19:39:38.000Z,Picard
503,O,2023-07-17T05:23:59.000Z,Marshall
504,A,2023-07-09T06:01:40.000Z,Sudhoff
505,X,2023-07-17T01:11:34.000Z,Kirk
506,O,2023-07-05T21:22:19.000Z,Koller
507,O,2023-10-11T14:44:58.000Z,Mustermann
508,O,2023-10-13T10:10:01.000Z,Eichbaum
509,O,2023-10-11T14:15:53.000Z,Becker
510,X,2023-10-16T12:13:18.000Z,Lautenbach
511,O,2023-10-06T14:05:07.000Z,Wohl
512,A,2023-10-17T12:10:18.000Z,Marshall
513,O,2023-10-09T16:43:19.000Z,Wohl
514,O,2023-10-11T11:39:15.000Z,Lindwurm
515,X,2023-10-16T22:37:13.000Z,Müller
516,O,2023-10-10T04:54:02.000Z,Lautenbach
517,O,2023-10-06T01:44:46.000Z,Picard
518,O,2023-10-23T01:22:12.000Z,Trensch
519,O,2023-10-19T00:34:32.000Z,Simonen
520,X,2023-10-03T08:16:40.000Z,Lindwurm
521,O,2023-10-21T09:27:38.000Z,Pratt
522,O,2023-10-21T07:48:24.000Z,Detemple
523,O,2023-10-23T17:01:25.000Z,Koller
524,O,2023-10-22T14:05:36.000Z,Matthaeus
525,X,2023-10-03T17:59:26.000Z,Hunter
526,O,2023-10-19T21:56:49.000Z,Lautenbach
527,A,2023-10-15T22:41:03.000Z,Marshall
528,O,2023-10-05T03:32:48.000Z,Ryan
