ID,up__Travel_ID,up__Pos,booked_ID,Price,Currency_code
b0f65319-e4ba-4dee-9787-be86ed2652e0,172,3,BV-0004,3.5,EUR
0eca799b-b023-4c7b-8c92-83e6e5511f5f,172,7,BV-0007,3.5,EUR
8f7b4af2-c506-4a4a-99e5-a8c22a61c6b5,173,2,ML-0017,11,EUR
4ff2e3a8-c3c8-42a4-81dc-5c91bd80456e,174,8,BV-0005,3.5,EUR
8c7a3758-b9a4-41dd-971f-3705a0b09da2,176,1,BV-0007,3.5,EUR
eeff4b31-f126-4895-bed9-a9cc9ac1999e,179,1,BV-0005,3.5,EUR
ea7068b6-67d8-4a1b-a56c-81c62bfec5a2,179,4,BV-0005,3.5,EUR
db12a745-c421-484c-bd67-2e680ddb4621,179,8,BV-0003,3.5,EUR
c8a58146-88eb-4b31-b15f-a95a4452d092,181,5,BV-0007,3.5,EUR
93274756-546d-4bf7-b251-8f335b3f3630,186,4,BV-0003,3.5,EUR
0dd6cbea-d886-4a8c-af53-eafcdd52081a,189,3,BV-0007,3.5,EUR
c34382b8-b651-47d3-a713-fa51a3322d76,190,3,BV-0007,3.5,EUR
bfda19e5-244d-4da9-8446-c4f7a63a8b7f,194,1,BV-0005,3.5,EUR
b59d9dce-dd1a-443f-a556-9ddbb581a56d,194,2,BV-0005,3.5,EUR
60ad95ec-55e6-4449-9f22-33e4592c1753,194,6,BV-0004,3.5,EUR
ff7c99fc-6349-4ad5-aa72-064e158066b4,197,4,BV-0008,3.5,EUR
457f9b79-053d-47f4-985e-d6b643938a31,198,4,BV-0006,3.5,EUR
baa6340c-c3ec-4447-93b5-ca148ff37f3d,199,1,BV-0004,3.5,EUR
37ad1e54-116b-4817-b165-c401001978ed,202,1,BV-0005,3.5,EUR
8b2a9314-3bbe-4b12-9bf8-0a4fcfea71be,202,4,BV-0006,3.5,EUR
7abc5f76-fa07-4fb3-a4ea-e1f27d7a2d86,205,3,BV-0003,3.5,EUR
7e102408-0976-4cf9-9206-40eb93cc0082,206,3,BV-0005,3.5,EUR
680afde8-0c56-4623-ac99-9bb1f46abe9c,207,3,BV-0004,3.5,EUR
17410cb2-629b-4dfc-8802-cc12fc32a65d,207,9,BV-0006,3.5,EUR
39d1f265-7db2-46ef-899f-ffd29622273a,209,1,BV-0007,3.5,EUR
a4906f5e-fd20-49cc-a58e-8936ecef1b06,209,2,BV-0006,3.5,EUR
88c26123-d58b-4123-8e1b-92ce7cc6c9b9,210,3,BV-0006,3.5,EUR
fbeb9f29-5353-44a3-8d31-9330b70107dd,212,1,BV-0004,3.5,EUR
21e0fbae-1061-4295-9f05-3d2d637fa385,215,3,BV-0004,3.5,EUR
d5f110fd-66d8-4ed7-ac31-dee1151bd8b4,219,1,BV-0008,3.5,EUR
fbf366fc-21e1-4a48-b050-6b4e1938de0d,220,2,BV-0008,3.5,EUR
b93c6ce8-876b-4252-9606-88b2b3319f93,221,1,BV-0005,3.5,EUR
aa749632-4b91-4b3e-83a0-c2304b8a5b34,226,2,BV-0003,3.5,EUR
634617d1-d9c5-46d2-af9a-a3e882a3cc37,235,2,BV-0006,3.5,EUR
50832c3a-0faa-4f83-9aa9-e93e066612a9,239,1,BV-0003,3.5,EUR
6fb9808c-262f-4d8c-9a23-bb2f4664872f,240,1,ML-0017,11,EUR
e9ba52d5-ce26-4c81-a476-6ef3fdf305ea,243,1,BV-0005,3.5,EUR
285c6aab-7046-418c-aa40-9064f1a78a51,243,2,BV-0007,3.5,EUR
0607b631-25ce-4401-9089-393224d5e5ad,244,1,BV-0008,3.5,EUR
73a9b238-0882-4cfa-91d8-789f0a843285,246,2,BV-0006,3.5,EUR
bcf45db3-3525-440f-99bd-1f9c5582e01d,246,3,BV-0008,3.5,EUR
521d022b-017c-4f54-b539-40943164e1ac,247,1,ML-0017,11,EUR
8d439f02-593c-49ab-835a-b6d1acbcb4db,251,2,BV-0006,3.5,EUR
0a477bd2-bdad-4322-bee4-5996b90a71a6,252,1,BV-0006,3.5,EUR
0404ca06-81ee-4db6-a6b8-734fbd50317e,252,2,BV-0006,3.5,EUR
3169c317-ae84-496f-83dc-c73c1fb2a3be,256,1,BV-0004,3.5,EUR
53522619-d531-4ddf-80f6-08ab73bb805f,258,2,BV-0007,3.5,EUR
4ce99139-8d2a-4415-bb46-77e05dae801e,281,2,BV-0005,3.5,EUR
95eaa7cb-ca7d-4a28-832e-545731e0188d,282,1,BV-0006,3.5,EUR
b1e84a66-6fd8-4434-9ad8-28c702b550c8,283,1,BV-0003,3.5,EUR
eb4c757e-a145-4858-aa9b-d675993626eb,286,2,BV-0005,3.5,EUR
844d0b6f-4e8f-4efd-993a-4c7dee2260b5,288,1,BV-0004,3.5,EUR
bcc1652a-c1d5-48ca-a939-40a5db1a21fc,291,1,BV-0005,3.5,EUR
1e75d878-a776-4d2f-99e8-105e4b00f600,298,3,BV-0007,3.5,EUR
d729387b-784f-43b8-9c7c-e9c401a18398,298,4,BV-0004,3.5,EUR
6986786b-b108-4449-80ee-5a8c7486ef34,298,5,BV-0003,3.5,EUR
50da92eb-f996-415c-b471-1384494a2f45,299,1,BV-0007,3.5,EUR
8bba86c3-3c3e-44c1-a1f8-6ad6ab7d3156,299,2,BV-0006,3.5,EUR
00be651e-3634-4f8d-af3d-0519a9276e9f,307,2,BV-0004,3.5,EUR
d54d7c22-5a73-45d9-85be-db762287a126,311,1,BV-0006,3.5,EUR
0212900f-2cde-402f-a229-4824df5ebafd,313,3,BV-0007,3.5,EUR
0df83085-4f71-41fc-807b-9468cf5a6fad,317,1,BV-0006,3.5,EUR
fcbd17db-26ba-417b-b259-6e6ec2225fb7,318,2,BV-0005,3.5,EUR
0fa71b98-7bfe-4c59-a1a1-fa70b0b75f5c,321,1,BV-0003,3.5,EUR
7e84f088-7471-4d1e-890d-96814eaae0b0,323,1,BV-0003,3.5,EUR
715e491e-6e8c-4f10-bd0b-4653972921e9,329,2,BV-0007,3.5,EUR
6e4d7ba6-6633-4ace-9422-9984afe98de0,331,2,BV-0008,3.5,EUR
8feef25f-5f47-4309-bf73-b858e556e315,339,1,BV-0003,3.5,EUR
8106c6cc-5d60-4b0f-b3ad-8316606f8a39,341,1,BV-0007,3.5,EUR
32475913-a4e6-4048-9da8-4b75f742be49,341,3,BV-0007,3.5,EUR
f76f2a66-f04c-44a8-8625-86c134d96511,342,3,BV-0007,3.5,EUR
f61c4162-b0d0-4430-ba5e-79106baf18e5,344,4,BV-0003,3.5,EUR
35409bce-674d-4c9e-9749-7c2d020e03af,353,2,BV-0006,3.5,EUR
0c6519df-53be-48b2-b301-55dc7f39014e,359,2,BV-0005,3.5,EUR
d3df8ef7-eaec-4d59-ab22-f2faccbd3a05,360,1,BV-0006,3.5,EUR
5dc03a80-0142-4432-af46-49d384ec6570,361,3,BV-0003,3.5,EUR
716de29c-3eac-4007-a9ad-7245ecae5760,362,2,BV-0005,3.5,EUR
e61fd130-aa09-4992-aecb-070d5a3e4de0,362,6,BV-0004,3.5,EUR
6cd661b7-6466-4b55-bf85-441226fd0c48,364,1,BV-0006,3.5,EUR
ca1d13c1-2521-4be0-aa3a-df02d4c8dfad,364,2,BV-0008,3.5,EUR
340935fd-dfc7-4dab-bee5-b4efbe0b9b52,364,4,BV-0007,3.5,EUR
0ec11d00-8f37-4dfb-b95b-b2ceacd2e2a5,368,5,BV-0007,3.5,EUR
8415e421-ee17-44ae-97e0-801f5756600d,376,4,BV-0004,3.5,EUR
a7625bb9-5be9-4091-b8c8-7e25ed6306db,377,3,BV-0006,3.5,EUR
e1e77d81-b608-48bd-9138-51fb24d14c79,378,1,BV-0008,3.5,EUR
05b117e3-2921-4acf-9e6f-fae8a5326cf0,380,2,BV-0008,3.5,EUR
6fd4501b-0324-459b-9a87-22a77b742367,388,2,BV-0005,3.5,EUR
694ef0a4-1c6a-4680-b29b-0340e3f8b18e,388,3,BV-0006,3.5,EUR
5a14d099-7c88-48c4-8ebe-10341cb63ca4,392,6,BV-0007,3.5,EUR
cbbcc029-bd34-482b-bc50-ede9cad075ed,393,2,BV-0003,3.5,EUR
484885b6-5ca9-4542-9eb3-d5e06cc860ad,394,1,BV-0008,3.5,EUR
157acf6b-bfd0-4f69-b38f-7b6d2649eea5,396,1,BV-0008,3.5,EUR
1b43354c-04d7-40bc-a07a-0fd1cfe71fe3,398,1,BV-0004,3.5,EUR
3e8ebd89-8379-4ba6-bd48-9b8519f8958c,402,1,BV-0003,3.5,EUR
e1169efe-57e6-4a66-abe7-f32c0411d838,408,4,BV-0008,3.5,EUR
2991ee48-cb3e-41fc-be5c-7eeb0516515b,414,1,ML-0017,11,EUR
28c418e0-d5d3-42b2-a2a5-627f7cd33ede,415,4,BV-0006,3.5,EUR
64cfde2d-25e5-4b1c-af96-810f9f1341a0,418,2,BV-0004,3.5,EUR
38822c51-e824-4a00-8008-2d3b31b16822,421,3,BV-0003,3.5,EUR
fcae7051-36ce-44dc-8a9a-a059513948b2,421,4,BV-0003,3.5,EUR
fbf2b989-f17f-4fbb-88b4-8ea37f60e60f,424,4,BV-0005,3.5,EUR
5972d22b-667e-4df4-be40-2ece3ab0db6e,425,4,BV-0006,3.5,EUR
3ea9c0ac-377d-4879-8c0e-a0598537f8ae,430,1,BV-0005,3.5,EUR
08e6f1f5-f6ed-4c15-abaa-a4938d4b4945,432,1,BV-0004,3.5,EUR
7fda6302-5376-4a54-9dd2-785061311571,433,1,BV-0008,3.5,EUR
a98aec55-e56f-4931-b007-51deb88b3da7,438,3,BV-0006,3.5,EUR
4240a678-9041-41c5-8833-b7c4af463335,439,5,BV-0007,3.5,EUR
a1af536a-2e59-4271-8725-722b17f16869,440,1,BV-0005,3.5,EUR
12639739-f84f-420b-9f1b-603e0495f8b1,442,3,BV-0006,3.5,EUR
285cc193-263b-47d6-b079-6f6562c21bde,447,1,BV-0006,3.5,EUR
2246fc5e-c85b-4df3-925c-65ab798d1e20,449,1,BV-0007,3.5,EUR
194484a6-3bd7-4901-b54a-f7603da3c9ab,464,1,BV-0006,3.5,EUR
5a29326e-9259-4f06-8980-1d0c178f1bd8,465,1,BV-0003,3.5,EUR
2e9dc93c-8a56-42df-976f-5556ee498781,466,2,BV-0005,3.5,EUR
ba9f53f4-148a-4052-802b-35be4caa7420,467,1,BV-0008,3.5,EUR
0782f747-8f9a-49fa-bebd-ca6ba85492d9,472,3,BV-0005,3.5,EUR
7b4de11b-f9ad-4bbd-92be-e4e9f534f2f6,474,4,BV-0006,3.5,EUR
39656814-dc6b-4685-8c21-e70596957d51,476,1,BV-0005,3.5,EUR
4b6d7d42-ccfb-43a3-9159-fb7430ac0cab,478,1,BV-0004,3.5,EUR
96217733-8b17-4279-a61b-e244911164fc,482,3,BV-0003,3.5,EUR
61b4c74e-c776-42d1-976c-a38765d11d79,482,6,ML-0017,11,EUR
30ac7d21-973c-4730-8650-25044aee1104,486,1,BV-0003,3.5,EUR
7c5f8821-c074-43ae-9acd-2a540af2df7a,490,2,BV-0008,3.5,EUR
4e2eb956-e55c-4de1-8367-a01a43213dc6,493,1,BV-0005,3.5,EUR
ae98b915-6d12-4dc7-9792-e7a8c49fafd7,493,3,BV-0005,3.5,EUR
2a0bea28-493c-4658-9909-636c90ace82e,494,4,ML-0017,11,EUR
f4f4ed78-f84a-447e-ae72-7ad9892fd05a,494,6,BV-0003,3.5,EUR
bf6cefd9-b68e-496f-9f2f-61fe083e355b,500,3,BV-0003,3.5,EUR
ad0b03c3-9fd1-4195-883d-e7bfb9c70b12,502,1,BV-0006,3.5,EUR
1d7dd87a-a38a-4b82-b699-796b283f16b1,509,1,BV-0004,3.5,EUR
00ed001b-c69c-49d0-8551-043d53515a14,516,1,BV-0005,3.5,EUR
c69ca351-963d-4dab-8c1d-4292b53a35dc,524,1,BV-0008,3.5,EUR
a4624465-dabc-4b8c-bbc1-2adb47b3a5b3,526,1,BV-0007,3.5,EUR
bab5a2fb-dd3f-49b8-b06f-6c8ac0f5c079,527,1,BV-0007,3.5,EUR
b9df93f6-8f44-43c1-b106-863d46036e9a,535,2,BV-0008,3.5,EUR
b22f3323-7872-4880-a8a0-cbcd4d36a3c1,536,1,BV-0008,3.5,EUR
1deadfda-a863-4256-890d-51f52db3a315,537,2,BV-0004,3.5,EUR
e7cf10e0-a0bb-4c2d-ad23-e87c2e6238be,537,3,BV-0004,3.5,EUR
6d0c5750-d3b6-4fba-8766-fcb83f72cdb1,550,2,BV-0006,3.5,EUR
34496179-25c7-42ab-a411-5d6c1e168cc6,551,6,BV-0007,3.5,EUR
c9f350c3-4e4c-4212-b97e-e75b63f63b87,552,4,BV-0005,3.5,EUR
c4336bcb-7b16-41bc-afe6-c57a0a8c3bd3,553,1,BV-0005,3.5,EUR
bd0b260b-9113-4e74-bdf4-6023bee08746,561,4,BV-0006,3.5,EUR
1074d670-8f54-4af9-9c51-5371a709adb8,565,6,BV-0007,3.5,EUR
b54fb68c-6e35-49a6-8425-a90668c27bc7,567,1,BV-0003,3.5,EUR
b61fb86c-d6ba-4d76-8608-6cd9b4b8018c,567,2,BV-0003,3.5,EUR
31e74f2b-e020-4275-a9cf-2dd9abea6e16,567,3,BV-0005,3.5,EUR
724c21b4-6819-4b66-a460-601317d3bb95,568,5,ML-0017,11,EUR
7ae23526-91bb-4310-a086-64fe0cfe6b46,573,1,BV-0003,3.5,EUR
c99ac7b8-e563-4077-8545-44a2b87d2510,575,2,BV-0006,3.5,EUR
57d310e1-f7fc-4bbf-b130-7c0ede90bf98,579,1,BV-0003,3.5,EUR
75c3ccba-fd85-4c08-890d-25c4a2c86b1c,580,2,BV-0004,3.5,EUR
e8dc8568-f8aa-47d9-aaea-f486c3fa2e47,584,1,BV-0004,3.5,EUR
dd2dbf57-b3ca-4b24-a77e-f6335c4054f9,585,2,BV-0005,3.5,EUR
b63fe6e9-3abd-48bd-a643-002b43c3b952,592,4,BV-0008,3.5,EUR
5cee8bd8-e8d8-4b99-922b-37f3b87f4f3f,595,3,BV-0005,3.5,EUR
7267f99a-4470-4521-8fa6-5534ffe8d519,599,3,BV-0007,3.5,EUR
04e5afe3-2477-4c68-8bdb-5eaa39588cd0,599,4,BV-0008,3.5,EUR
021be9e4-0c31-4431-9765-8f502968d473,629,1,BV-0007,3.5,EUR
e4661690-e9fd-4fce-afd5-43ae99dab971,629,2,BV-0006,3.5,EUR
4450bac6-7ebe-46dc-9530-84778fcfb0d2,629,3,BV-0008,3.5,EUR
78081289-2035-45d8-a33c-c14a50748b2c,637,2,BV-0004,3.5,EUR
d1c3663b-cf76-44c0-8db4-e28177dd104c,649,1,BV-0003,3.5,EUR
8c51a1f9-e0d8-4339-a9e7-64f985aea67d,650,1,BV-0006,3.5,EUR
96dba37c-4f3c-4a64-8af3-f0cf9736c98b,654,2,BV-0005,3.5,EUR
6a1e9c07-f217-443a-80a4-5e14c7c6ca02,662,2,BV-0006,3.5,EUR
ed6ddacc-a05c-4711-bb4d-bba8cce7ca96,666,1,BV-0008,3.5,EUR
c37f9c44-6db7-44d1-a9ee-fd52a9f42e4e,669,1,BV-0006,3.5,EUR
75396737-c133-45bc-bd6d-6c890ebba069,673,1,BV-0005,3.5,EUR
b11538b1-9906-4488-9ca0-3d3c7380fa16,675,1,BV-0005,3.5,EUR
192244c7-78d1-4f76-92ac-6ea420f980ec,678,2,BV-0004,3.5,EUR
34f4b1c7-7f98-44c6-ac3b-338828e95ded,679,1,BV-0006,3.5,EUR
0e3f9d7f-fd37-4769-bfed-5aeb39c975b8,682,1,BV-0008,3.5,EUR
0c70fc25-5813-4695-a76a-83307f868f85,691,2,BV-0004,3.5,EUR
42aad15b-697c-4c23-924d-baf5c00d7062,706,1,BV-0004,3.5,EUR
7c3bfba2-05ab-4b61-9c73-89c475e4e738,711,2,ML-0017,11,EUR
b92678f0-3e48-4143-99aa-3690ec09e130,712,2,BV-0003,3.5,EUR
2656e420-06c2-427c-9485-950b7a27f5fa,714,2,BV-0003,3.5,EUR
72b9c6bd-c374-4734-9894-26570d2b7876,725,1,BV-0003,3.5,EUR
8740e6a1-a88e-4edd-9119-b18b73466134,730,2,BV-0004,3.5,EUR
989c45aa-84bc-4914-8d27-73f5530dac69,740,1,BV-0003,3.5,EUR
c21d9c98-ea4f-4f61-b74d-905a697898ed,745,2,BV-0003,3.5,EUR
d61ede30-8821-49e7-801c-d20f2178ddb3,747,2,BV-0005,3.5,EUR
a6903594-7a66-4f05-a929-4a5a80741649,748,1,BV-0007,3.5,EUR
3db4cdba-40b9-49af-b701-d2861cb46829,765,1,BV-0008,3.5,EUR
7a8cfa17-5daf-4ef7-baea-478c3e9dc52f,768,2,BV-0003,3.5,EUR
1ac639f0-1927-4ef7-a80c-f3ada06fa9a5,773,1,BV-0007,3.5,EUR
2d5e22a4-bbb7-412d-917d-7eb715b00286,774,2,BV-0006,3.5,EUR
ee7a41a2-ed6d-4344-9ba1-a0844abd424b,784,2,BV-0007,3.5,EUR
c1533d5d-109c-4141-8540-f0a1397cafce,794,1,BV-0003,3.5,EUR
b90c81e7-302a-4265-bd9b-7d896f3fe427,796,1,BV-0006,3.5,EUR
34bbb8e6-8824-4985-bf83-51f71bce69c5,797,1,BV-0003,3.5,EUR
4b1c49fe-3cc3-4e1d-b60c-b6d81cf28dd0,798,1,BV-0004,3.5,EUR
9b003e49-45ed-4d17-b140-63028d67a62f,798,2,BV-0007,3.5,EUR
bf5335d3-d40b-4e25-9e20-4f4f44026978,800,1,BV-0005,3.5,EUR
c5edd2e2-dd19-4e1a-941a-653d920c95b6,801,1,BV-0006,3.5,EUR
5bdcaa65-02fb-4606-b9f9-b7d0b421ed4e,805,1,BV-0004,3.5,EUR
90c9e506-6eb5-45f1-b30d-faa16751142a,809,2,BV-0006,3.5,EUR
7e1c0eb9-c285-4a20-9358-07b13f7c708c,810,1,BV-0008,3.5,EUR
cc2ec601-3097-41c6-932a-d441d5e4fb37,813,1,BV-0006,3.5,EUR
49847525-e0e4-4f12-a62b-d347599b9a9b,814,1,BV-0006,3.5,EUR
ab753bd5-82d2-4618-a805-9f130894a200,823,2,ML-0017,11,EUR
5b2529f9-f07f-4f6e-b31c-e05dc80ee35e,826,2,BV-0004,3.5,EUR
e08332dc-1356-4fe3-a4d0-7a1dda10d3c8,830,1,BV-0006,3.5,EUR
a20220e6-85b9-43a4-856e-fc6ce1649d92,833,1,BV-0006,3.5,EUR
0dce0960-3bd3-4469-9357-3d152e60d4b7,833,2,BV-0008,3.5,EUR
07cd8677-eb5a-4356-956c-1952aa29b191,836,1,BV-0005,3.5,EUR
bd400837-20bf-4c49-af11-dfd00f9bad3c,843,1,BV-0006,3.5,EUR
8c50a8d3-61bc-4472-82b2-ca29d51be081,849,1,BV-0003,3.5,EUR
8c1dc00d-5135-4873-a71a-653173f52f53,850,1,BV-0007,3.5,EUR
f9d37250-8119-46d4-ac98-87821f60f0af,855,1,BV-0008,3.5,EUR
01bacc21-3ad6-4f8d-a3c9-f1eaf05d5499,859,3,BV-0007,3.5,EUR
9578da2a-69b1-4272-8757-3323d0a5460f,860,2,BV-0004,3.5,EUR
0a81fe27-2405-418c-a8f2-fef9b2ef3306,865,1,BV-0006,3.5,EUR
e093858c-7d7e-4a83-8da3-aa60f071c536,877,2,BV-0007,3.5,EUR
356c062b-8141-4303-a489-79a696a34baa,888,2,BV-0007,3.5,EUR
ededdc7d-a30a-4aa3-a6b3-f7abcf364927,889,2,BV-0007,3.5,EUR
ec52536b-4908-4b83-8ad4-160e1b564523,890,2,BV-0004,3.5,EUR
d0c48b67-22ad-4c0a-8359-4bb5a968f3ba,903,2,BV-0007,3.5,EUR
2dc426c8-0385-48ff-a371-02eb31e15237,910,2,BV-0004,3.5,EUR
5d2eedff-62fd-425e-8f26-a45368f69ac8,913,3,BV-0008,3.5,EUR
b1738fc6-442e-4a8f-ac28-2632a2d5d0c2,914,1,BV-0004,3.5,EUR
51102d98-6655-44e3-b83a-971824920726,917,2,BV-0004,3.5,EUR
df29ba43-b77a-4b83-b7ab-ca928802ce82,930,2,BV-0005,3.5,EUR
f2da4bf6-0782-494d-8860-994f534f70e7,939,1,BV-0007,3.5,EUR
